  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    47.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.800  -0.0738   0.00508   0.00105  -0.1024   0.4410   0.0195
  -4.700  -0.0620   0.00506   0.00103  -0.1025   0.4400   0.0200
  -4.600  -0.0503   0.00504   0.00101  -0.1025   0.4384   0.0205
  -4.500  -0.0387   0.00503   0.00099  -0.1026   0.4364   0.0206
  -4.400  -0.0270   0.00502   0.00098  -0.1027   0.4333   0.0208
  -4.300  -0.0153   0.00501   0.00097  -0.1028   0.4303   0.0209
  -4.200  -0.0036   0.00500   0.00095  -0.1028   0.4266   0.0216
  -4.100   0.0082   0.00498   0.00093  -0.1029   0.4254   0.0224
  -4.000   0.0199   0.00495   0.00091  -0.1030   0.4249   0.0239
  -3.900   0.0316   0.00493   0.00089  -0.1031   0.4238   0.0244
  -3.800   0.0434   0.00492   0.00088  -0.1032   0.4222   0.0246
  -3.700   0.0551   0.00491   0.00087  -0.1033   0.4200   0.0247
  -3.600   0.0668   0.00490   0.00086  -0.1033   0.4178   0.0255
  -3.500   0.0784   0.00490   0.00085  -0.1034   0.4147   0.0266
  -3.400   0.0902   0.00488   0.00084  -0.1035   0.4121   0.0277
  -3.300   0.1019   0.00486   0.00082  -0.1036   0.4096   0.0284
  -3.200   0.1137   0.00484   0.00081  -0.1037   0.4092   0.0289
  -3.100   0.1255   0.00483   0.00080  -0.1038   0.4089   0.0291
  -3.000   0.1372   0.00482   0.00079  -0.1039   0.4081   0.0304
  -2.900   0.1490   0.00480   0.00078  -0.1040   0.4066   0.0318
  -2.800   0.1606   0.00479   0.00076  -0.1040   0.4035   0.0335
  -2.700   0.1722   0.00479   0.00076  -0.1041   0.3997   0.0340
  -2.600   0.1839   0.00479   0.00076  -0.1042   0.3957   0.0342
  -2.500   0.1957   0.00478   0.00074  -0.1043   0.3938   0.0354
  -2.400   0.2074   0.00477   0.00073  -0.1044   0.3931   0.0370
  -2.300   0.2192   0.00475   0.00072  -0.1045   0.3922   0.0384
  -2.200   0.2309   0.00474   0.00072  -0.1045   0.3902   0.0396
  -2.100   0.2424   0.00475   0.00072  -0.1046   0.3859   0.0403
  -2.000   0.2541   0.00475   0.00072  -0.1047   0.3830   0.0419
  -1.900   0.2658   0.00474   0.00071  -0.1048   0.3781   0.0443
  -1.800   0.2775   0.00473   0.00070  -0.1049   0.3773   0.0459
  -1.700   0.2892   0.00473   0.00069  -0.1049   0.3753   0.0465
  -1.600   0.3008   0.00474   0.00070  -0.1050   0.3721   0.0472
  -1.500   0.3124   0.00474   0.00070  -0.1051   0.3675   0.0508
  -1.400   0.3240   0.00473   0.00069  -0.1052   0.3629   0.0536
  -1.300   0.3358   0.00473   0.00069  -0.1053   0.3619   0.0542
  -1.100   0.3590   0.00474   0.00069  -0.1054   0.3562   0.0584
  -1.000   0.3706   0.00475   0.00070  -0.1055   0.3505   0.0598
  -0.900   0.3822   0.00474   0.00069  -0.1055   0.3469   0.0630
  -0.800   0.3939   0.00474   0.00069  -0.1056   0.3455   0.0636
  -0.700   0.4055   0.00476   0.00070  -0.1057   0.3419   0.0664
  -0.600   0.4170   0.00477   0.00070  -0.1057   0.3368   0.0695
  -0.500   0.4286   0.00477   0.00070  -0.1058   0.3317   0.0729
  -0.400   0.4403   0.00477   0.00070  -0.1059   0.3306   0.0740
  -0.300   0.4518   0.00478   0.00071  -0.1060   0.3272   0.0774
  -0.200   0.4633   0.00480   0.00072  -0.1060   0.3216   0.0811
  -0.100   0.4748   0.00480   0.00072  -0.1061   0.3161   0.0838
   0.000   0.4865   0.00481   0.00072  -0.1062   0.3146   0.0852
   0.100   0.4979   0.00484   0.00074  -0.1062   0.3095   0.0893
   0.200   0.5093   0.00486   0.00076  -0.1063   0.3018   0.0932
   0.300   0.5210   0.00485   0.00075  -0.1064   0.3004   0.0965
   0.400   0.5326   0.00486   0.00076  -0.1064   0.2981   0.0979
   0.500   0.5438   0.00490   0.00078  -0.1064   0.2903   0.1010
   0.600   0.5554   0.00491   0.00079  -0.1065   0.2853   0.1058
   0.800   0.5782   0.00496   0.00082  -0.1066   0.2763   0.1116
   0.900   0.5897   0.00498   0.00083  -0.1067   0.2698   0.1129
   1.000   0.6012   0.00499   0.00084  -0.1067   0.2668   0.1216
   1.100   0.6124   0.00502   0.00086  -0.1067   0.2604   0.1254
   1.200   0.6239   0.00504   0.00087  -0.1068   0.2549   0.1268
   1.300   0.6352   0.00508   0.00089  -0.1068   0.2500   0.1303
   1.400   0.6465   0.00512   0.00092  -0.1069   0.2418   0.1352
   1.600   0.6691   0.00519   0.00096  -0.1069   0.2297   0.1421
   1.700   0.6806   0.00520   0.00097  -0.1070   0.2253   0.1478
   1.800   0.6919   0.00522   0.00099  -0.1070   0.2215   0.1549
   1.900   0.7030   0.00528   0.00103  -0.1070   0.2111   0.1577
   2.000   0.7144   0.00530   0.00104  -0.1070   0.2081   0.1601
   2.100   0.7255   0.00536   0.00108  -0.1070   0.2000   0.1651
   2.200   0.7369   0.00537   0.00109  -0.1071   0.1954   0.1726
   2.300   0.7481   0.00541   0.00111  -0.1071   0.1915   0.1742
   2.400   0.7592   0.00546   0.00115  -0.1071   0.1821   0.1812
   2.500   0.7706   0.00548   0.00116  -0.1072   0.1795   0.1862
   2.600   0.7816   0.00555   0.00120  -0.1071   0.1713   0.1896
   2.800   0.8039   0.00564   0.00126  -0.1072   0.1594   0.2007
   2.900   0.8152   0.00566   0.00128  -0.1072   0.1529   0.2062
   3.000   0.8264   0.00570   0.00131  -0.1072   0.1500   0.2078
   3.100   0.8374   0.00576   0.00136  -0.1072   0.1415   0.2172
   3.200   0.8488   0.00578   0.00137  -0.1072   0.1388   0.2229
