  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    33.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.800  -0.0732   0.00524   0.00109  -0.1024   0.4735   0.0207
  -4.600  -0.0498   0.00521   0.00105  -0.1025   0.4695   0.0211
  -4.400  -0.0266   0.00519   0.00102  -0.1027   0.4609   0.0228
  -4.200  -0.0032   0.00514   0.00098  -0.1028   0.4568   0.0242
  -4.000   0.0202   0.00511   0.00095  -0.1030   0.4526   0.0248
  -3.800   0.0434   0.00509   0.00092  -0.1031   0.4460   0.0269
  -3.600   0.0668   0.00505   0.00088  -0.1033   0.4411   0.0286
  -3.400   0.0903   0.00503   0.00086  -0.1035   0.4387   0.0291
  -3.200   0.1137   0.00501   0.00084  -0.1036   0.4340   0.0315
  -3.000   0.1370   0.00498   0.00081  -0.1038   0.4270   0.0339
  -2.800   0.1605   0.00496   0.00079  -0.1039   0.4250   0.0357
  -2.600   0.1839   0.00492   0.00076  -0.1041   0.4230   0.0388
  -2.400   0.2073   0.00491   0.00075  -0.1043   0.4185   0.0403
  -2.200   0.2306   0.00489   0.00074  -0.1044   0.4124   0.0446
  -2.000   0.2541   0.00487   0.00072  -0.1046   0.4092   0.0465
  -1.800   0.2776   0.00484   0.00070  -0.1048   0.4080   0.0512
  -1.600   0.3009   0.00483   0.00069  -0.1050   0.4033   0.0542
  -1.400   0.3241   0.00484   0.00069  -0.1051   0.3956   0.0587
  -1.200   0.3476   0.00481   0.00068  -0.1053   0.3928   0.0629
  -1.000   0.3709   0.00482   0.00068  -0.1054   0.3881   0.0662
  -0.800   0.3940   0.00481   0.00068  -0.1056   0.3801   0.0731
  -0.600   0.4174   0.00481   0.00068  -0.1058   0.3763   0.0778
  -0.400   0.4404   0.00482   0.00069  -0.1059   0.3688   0.0848
  -0.200   0.4637   0.00483   0.00069  -0.1060   0.3618   0.0894
   0.000   0.4868   0.00484   0.00070  -0.1062   0.3555   0.0979
   0.200   0.5099   0.00486   0.00071  -0.1063   0.3466   0.1038
   0.400   0.5328   0.00489   0.00073  -0.1064   0.3390   0.1119
   0.600   0.5559   0.00491   0.00075  -0.1065   0.3308   0.1205
   0.800   0.5787   0.00495   0.00078  -0.1066   0.3211   0.1268
   1.000   0.6018   0.00497   0.00079  -0.1068   0.3137   0.1374
   1.200   0.6244   0.00503   0.00083  -0.1068   0.3007   0.1464
   1.400   0.6471   0.00508   0.00087  -0.1069   0.2903   0.1568
