  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3283   0.03809   0.03113  -0.0678   0.9752   0.0972
  -4.900  -0.3109   0.03631   0.02902  -0.0696   0.9733   0.0975
  -4.800  -0.2924   0.03478   0.02711  -0.0716   0.9717   0.0985
  -4.700  -0.2791   0.03369   0.02607  -0.0727   0.9690   0.1005
  -4.600  -0.2660   0.03343   0.02590  -0.0733   0.9652   0.1026
  -4.500  -0.2499   0.03278   0.02516  -0.0746   0.9624   0.1050
  -4.400  -0.2320   0.03182   0.02397  -0.0761   0.9602   0.1071
  -4.300  -0.2129   0.03084   0.02269  -0.0777   0.9585   0.1093
  -4.200  -0.1956   0.03024   0.02170  -0.0789   0.9559   0.1122
  -4.100  -0.1841   0.02942   0.02095  -0.0794   0.9521   0.1147
  -4.000  -0.1690   0.02905   0.02060  -0.0804   0.9488   0.1177
  -3.900  -0.1514   0.02855   0.02001  -0.0817   0.9463   0.1211
  -3.800  -0.1321   0.02804   0.01926  -0.0832   0.9443   0.1253
  -3.700  -0.1129   0.02741   0.01858  -0.0848   0.9427   0.1296
  -3.600  -0.1040   0.02717   0.01837  -0.0846   0.9376   0.1327
  -3.500  -0.0892   0.02684   0.01798  -0.0853   0.9340   0.1371
  -3.400  -0.0714   0.02650   0.01742  -0.0865   0.9314   0.1424
  -3.300  -0.0536   0.02600   0.01706  -0.0879   0.9293   0.1479
  -3.200  -0.0341   0.02570   0.01668  -0.0895   0.9276   0.1548
  -3.100  -0.0247   0.02542   0.01633  -0.0892   0.9226   0.1594
  -3.000  -0.0112   0.02516   0.01616  -0.0898   0.9187   0.1653
  -2.900   0.0060   0.02492   0.01579  -0.0908   0.9159   0.1736
  -2.800   0.0241   0.02451   0.01551  -0.0922   0.9138   0.1813
  -2.700   0.0439   0.02421   0.01514  -0.0937   0.9122   0.1920
  -2.600   0.0530   0.02404   0.01507  -0.0935   0.9070   0.1986
  -2.500   0.0663   0.02383   0.01481  -0.0938   0.9027   0.2084
  -2.400   0.0831   0.02355   0.01461  -0.0949   0.9000   0.2199
  -2.300   0.1017   0.02322   0.01435  -0.0963   0.8980   0.2328
  -2.200   0.1214   0.02289   0.01407  -0.0978   0.8965   0.2481
  -2.000   0.1429   0.02261   0.01383  -0.0977   0.8868   0.2746
  -1.800   0.1787   0.02192   0.01336  -0.1001   0.8824   0.3136
  -1.700   0.1979   0.02154   0.01309  -0.1015   0.8808   0.3386
  -1.600   0.2167   0.02110   0.01280  -0.1028   0.8795   0.3672
  -1.500   0.2194   0.02108   0.01289  -0.1013   0.8715   0.3846
  -1.400   0.2348   0.02066   0.01268  -0.1019   0.8688   0.4212
  -1.300   0.2506   0.02016   0.01248  -0.1026   0.8667   0.4774
  -1.200   0.2654   0.01951   0.01233  -0.1028   0.8650   0.5827
  -1.100   0.2749   0.01879   0.01225  -0.1012   0.8636   0.7529
  -1.000   0.3081   0.01835   0.01205  -0.1044   0.8614   1.0000
  -0.800   0.3318   0.01832   0.01181  -0.1045   0.8518   1.0000
  -0.700   0.3495   0.01817   0.01155  -0.1055   0.8496   1.0000
  -0.600   0.3679   0.01800   0.01128  -0.1066   0.8477   1.0000
  -0.500   0.3718   0.01818   0.01141  -0.1053   0.8400   1.0000
  -0.400   0.3862   0.01809   0.01124  -0.1057   0.8365   1.0000
  -0.300   0.4026   0.01795   0.01102  -0.1065   0.8339   1.0000
  -0.200   0.4198   0.01778   0.01077  -0.1073   0.8319   1.0000
  -0.100   0.4252   0.01795   0.01090  -0.1063   0.8248   1.0000
   0.000   0.4381   0.01789   0.01078  -0.1064   0.8208   1.0000
   0.100   0.4536   0.01775   0.01057  -0.1070   0.8180   1.0000
   0.200   0.4700   0.01759   0.01034  -0.1076   0.8158   1.0000
   0.300   0.4760   0.01776   0.01048  -0.1067   0.8090   1.0000
   0.400   0.4882   0.01772   0.01039  -0.1067   0.8047   1.0000
   0.500   0.5029   0.01760   0.01021  -0.1071   0.8018   1.0000
   0.600   0.5188   0.01745   0.01000  -0.1077   0.7995   1.0000
   0.700   0.5246   0.01765   0.01018  -0.1068   0.7926   1.0000
   0.800   0.5365   0.01762   0.01011  -0.1067   0.7883   1.0000
   0.900   0.5509   0.01751   0.00994  -0.1071   0.7853   1.0000
   1.000   0.5663   0.01738   0.00975  -0.1075   0.7829   1.0000
   1.100   0.5716   0.01762   0.00998  -0.1066   0.7758   1.0000
   1.200   0.5835   0.01760   0.00992  -0.1065   0.7718   1.0000
   1.300   0.5976   0.01751   0.00978  -0.1068   0.7688   1.0000
   1.400   0.6118   0.01743   0.00964  -0.1071   0.7660   1.0000
   1.500   0.6173   0.01768   0.00989  -0.1062   0.7590   1.0000
   1.600   0.6295   0.01766   0.00984  -0.1062   0.7551   1.0000
   1.700   0.6433   0.01759   0.00972  -0.1064   0.7521   1.0000
   1.800   0.6544   0.01764   0.00974  -0.1063   0.7481   1.0000
   1.900   0.6622   0.01782   0.00991  -0.1057   0.7424   1.0000
   2.000   0.6744   0.01782   0.00987  -0.1058   0.7385   1.0000
   2.100   0.6880   0.01776   0.00977  -0.1059   0.7356   1.0000
   2.200   0.6978   0.01787   0.00987  -0.1057   0.7311   1.0000
   2.300   0.7064   0.01803   0.01002  -0.1052   0.7259   1.0000
   2.400   0.7184   0.01805   0.01000  -0.1052   0.7221   1.0000
   2.500   0.7318   0.01801   0.00992  -0.1054   0.7192   1.0000
   2.600   0.7412   0.01816   0.01006  -0.1051   0.7147   1.0000
   2.700   0.7499   0.01832   0.01022  -0.1047   0.7097   1.0000
   2.800   0.7617   0.01835   0.01023  -0.1046   0.7060   1.0000
   2.900   0.7749   0.01834   0.01018  -0.1048   0.7030   1.0000
   3.000   0.7846   0.01849   0.01032  -0.1045   0.6989   1.0000
   3.100   0.7929   0.01868   0.01052  -0.1041   0.6938   1.0000
   3.200   0.8044   0.01873   0.01055  -0.1040   0.6901   1.0000
   3.300   0.8173   0.01873   0.01051  -0.1041   0.6870   1.0000
   3.400   0.8278   0.01885   0.01062  -0.1039   0.6833   1.0000
   3.500   0.8355   0.01908   0.01088  -0.1034   0.6783   1.0000
   3.600   0.8465   0.01916   0.01095  -0.1033   0.6744   1.0000
   3.700   0.8591   0.01918   0.01094  -0.1034   0.6713   1.0000
   3.800   0.8713   0.01924   0.01096  -0.1034   0.6682   1.0000
   3.900   0.8778   0.01952   0.01130  -0.1028   0.6629   1.0000
   4.000   0.8882   0.01964   0.01142  -0.1026   0.6589   1.0000
   4.100   0.9005   0.01967   0.01143  -0.1026   0.6556   1.0000
   4.200   0.9139   0.01968   0.01139  -0.1028   0.6529   1.0000
   4.300   0.9199   0.01999   0.01176  -0.1021   0.6477   1.0000
   4.400   0.9296   0.02015   0.01194  -0.1018   0.6435   1.0000
   4.500   0.9415   0.02020   0.01197  -0.1018   0.6401   1.0000
   4.600   0.9547   0.02022   0.01195  -0.1019   0.6372   1.0000
   4.700   0.9619   0.02049   0.01227  -0.1014   0.6325   1.0000
   4.800   0.9708   0.02067   0.01248  -0.1010   0.6280   1.0000
   4.900   0.9823   0.02074   0.01254  -0.1009   0.6244   1.0000
   5.000   0.9953   0.02077   0.01253  -0.1011   0.6214   1.0000
   5.100   1.0036   0.02099   0.01279  -0.1006   0.6171   1.0000
   5.200   1.0118   0.02121   0.01307  -0.1001   0.6124   1.0000
   5.300   1.0229   0.02129   0.01315  -0.1000   0.6085   1.0000
   5.400   1.0359   0.02131   0.01313  -0.1001   0.6054   1.0000
   5.500   1.0447   0.02152   0.01337  -0.0997   0.6011   1.0000
   5.600   1.0524   0.02175   0.01366  -0.0992   0.5962   1.0000
   5.700   1.0635   0.02183   0.01373  -0.0991   0.5923   1.0000
   5.800   1.0766   0.02184   0.01370  -0.0992   0.5890   1.0000
   5.900   1.0846   0.02207   0.01398  -0.0987   0.5844   1.0000
   6.000   1.0926   0.02228   0.01425  -0.0981   0.5794   1.0000
   6.100   1.1041   0.02233   0.01429  -0.0980   0.5753   1.0000
   6.200   1.1178   0.02231   0.01422  -0.0982   0.5719   1.0000
   6.300   1.1234   0.02261   0.01462  -0.0974   0.5665   1.0000
   6.400   1.1327   0.02274   0.01477  -0.0970   0.5615   1.0000
   6.500   1.1452   0.02273   0.01472  -0.0970   0.5574   1.0000
   6.600   1.1551   0.02285   0.01486  -0.0967   0.5528   1.0000
   6.700   1.1621   0.02305   0.01513  -0.0960   0.5470   1.0000
   6.800   1.1736   0.02304   0.01511  -0.0958   0.5422   1.0000
   6.900   1.1856   0.02306   0.01509  -0.0957   0.5376   1.0000
   7.000   1.1912   0.02327   0.01539  -0.0948   0.5312   1.0000
   7.100   1.2025   0.02324   0.01534  -0.0946   0.5259   1.0000
   7.200   1.2134   0.02327   0.01534  -0.0943   0.5207   1.0000
   7.300   1.2196   0.02343   0.01558  -0.0935   0.5141   1.0000
   7.400   1.2314   0.02336   0.01547  -0.0933   0.5086   1.0000
   7.500   1.2395   0.02347   0.01561  -0.0927   0.5026   1.0000
   7.600   1.2473   0.02355   0.01574  -0.0920   0.4961   1.0000
   7.700   1.2604   0.02345   0.01555  -0.0920   0.4906   1.0000
   7.800   1.2649   0.02366   0.01587  -0.0909   0.4838   1.0000
   7.900   1.2745   0.02365   0.01585  -0.0904   0.4775   1.0000
   8.000   1.2837   0.02370   0.01589  -0.0899   0.4713   1.0000
   8.100   1.2899   0.02381   0.01607  -0.0890   0.4643   1.0000
   8.200   1.3017   0.02374   0.01592  -0.0889   0.4582   1.0000
   8.300   1.3057   0.02393   0.01622  -0.0877   0.4508   1.0000
   8.400   1.3149   0.02392   0.01620  -0.0872   0.4441   1.0000
   8.500   1.3211   0.02403   0.01637  -0.0862   0.4369   1.0000
   8.600   1.3281   0.02408   0.01644  -0.0854   0.4295   1.0000
   8.700   1.3350   0.02415   0.01652  -0.0846   0.4223   1.0000
   8.800   1.3405   0.02424   0.01665  -0.0836   0.4142   1.0000
   8.900   1.3470   0.02431   0.01673  -0.0827   0.4066   1.0000
   9.000   1.3517   0.02441   0.01688  -0.0815   0.3980   1.0000
   9.100   1.3568   0.02452   0.01701  -0.0804   0.3896   1.0000
   9.200   1.3613   0.02461   0.01712  -0.0792   0.3806   1.0000
   9.300   1.3649   0.02477   0.01732  -0.0779   0.3711   1.0000
   9.400   1.3692   0.02488   0.01741  -0.0767   0.3618   1.0000
   9.500   1.3713   0.02509   0.01766  -0.0752   0.3509   1.0000
   9.600   1.3735   0.02531   0.01789  -0.0738   0.3398   1.0000
   9.700   1.3751   0.02556   0.01810  -0.0722   0.3286   1.0000
   9.800   1.3758   0.02585   0.01835  -0.0706   0.3168   1.0000
   9.900   1.3749   0.02620   0.01869  -0.0687   0.3041   1.0000
  10.000   1.3733   0.02660   0.01906  -0.0667   0.2912   1.0000
  10.100   1.3712   0.02708   0.01948  -0.0648   0.2778   1.0000
  10.200   1.3685   0.02765   0.01997  -0.0629   0.2640   1.0000
  10.300   1.3653   0.02829   0.02053  -0.0610   0.2502   1.0000
  10.400   1.3617   0.02902   0.02116  -0.0591   0.2367   1.0000
