  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    26.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0960   0.00537   0.00116  -0.1023   0.5058   0.0208
  -4.800  -0.0726   0.00534   0.00112  -0.1024   0.5005   0.0213
  -4.600  -0.0495   0.00531   0.00108  -0.1025   0.4901   0.0229
  -4.400  -0.0262   0.00527   0.00104  -0.1027   0.4858   0.0243
  -4.200  -0.0030   0.00526   0.00101  -0.1028   0.4774   0.0248
  -4.000   0.0204   0.00522   0.00097  -0.1030   0.4725   0.0271
  -3.800   0.0437   0.00519   0.00094  -0.1031   0.4668   0.0286
  -3.600   0.0669   0.00518   0.00091  -0.1032   0.4584   0.0292
  -3.400   0.0904   0.00514   0.00088  -0.1034   0.4557   0.0321
  -3.200   0.1137   0.00511   0.00085  -0.1036   0.4512   0.0338
  -3.000   0.1370   0.00510   0.00083  -0.1037   0.4442   0.0358
  -2.800   0.1604   0.00506   0.00080  -0.1039   0.4407   0.0388
  -2.600   0.1838   0.00504   0.00078  -0.1040   0.4376   0.0405
  -2.400   0.2070   0.00502   0.00077  -0.1042   0.4323   0.0448
  -2.200   0.2304   0.00501   0.00075  -0.1043   0.4257   0.0466
  -2.000   0.2539   0.00498   0.00073  -0.1045   0.4243   0.0507
  -1.800   0.2773   0.00495   0.00072  -0.1047   0.4213   0.0543
  -1.600   0.3005   0.00494   0.00071  -0.1048   0.4167   0.0593
  -1.400   0.3239   0.00493   0.00070  -0.1050   0.4106   0.0629
  -1.200   0.3473   0.00491   0.00069  -0.1052   0.4088   0.0683
  -1.000   0.3707   0.00488   0.00068  -0.1054   0.4064   0.0732
  -0.800   0.3939   0.00489   0.00068  -0.1055   0.4002   0.0792
  -0.600   0.4172   0.00488   0.00068  -0.1057   0.3937   0.0850
  -0.400   0.4405   0.00487   0.00068  -0.1058   0.3912   0.0923
  -0.200   0.4635   0.00489   0.00069  -0.1059   0.3829   0.0979
   0.000   0.4868   0.00488   0.00069  -0.1061   0.3776   0.1074
   0.200   0.5100   0.00489   0.00070  -0.1063   0.3725   0.1122
   0.400   0.5329   0.00491   0.00072  -0.1064   0.3624   0.1237
   0.600   0.5561   0.00492   0.00073  -0.1065   0.3583   0.1307
   0.800   0.5789   0.00496   0.00075  -0.1066   0.3469   0.1410
   1.000   0.6019   0.00499   0.00078  -0.1067   0.3408   0.1491
   1.200   0.6248   0.00502   0.00080  -0.1068   0.3309   0.1580
   1.400   0.6474   0.00507   0.00084  -0.1069   0.3201   0.1727
   1.600   0.6702   0.00511   0.00087  -0.1070   0.3111   0.1802
   1.800   0.6928   0.00517   0.00091  -0.1071   0.2996   0.1898
   2.000   0.7152   0.00524   0.00096  -0.1071   0.2854   0.2046
   2.200   0.7375   0.00532   0.00102  -0.1071   0.2722   0.2157
   2.400   0.7598   0.00540   0.00107  -0.1071   0.2609   0.2259
   2.600   0.7819   0.00550   0.00113  -0.1071   0.2454   0.2397
   2.800   0.8042   0.00557   0.00119  -0.1072   0.2336   0.2559
   3.000   0.8262   0.00568   0.00126  -0.1071   0.2186   0.2687
   3.200   0.8481   0.00579   0.00134  -0.1071   0.2033   0.2791
   3.400   0.8703   0.00587   0.00141  -0.1071   0.1912   0.2986
   3.600   0.8922   0.00597   0.00148  -0.1070   0.1780   0.3153
   3.800   0.9141   0.00608   0.00156  -0.1070   0.1651   0.3327
   4.000   0.9358   0.00620   0.00165  -0.1069   0.1508   0.3517
   4.200   0.9575   0.00630   0.00175  -0.1069   0.1378   0.3743
   4.400   0.9792   0.00641   0.00184  -0.1068   0.1254   0.3993
   4.600   1.0007   0.00652   0.00195  -0.1067   0.1130   0.4312
   4.800   1.0223   0.00662   0.00206  -0.1067   0.1035   0.4635
   5.000   1.0442   0.00669   0.00214  -0.1067   0.0963   0.4947
   5.400   1.0871   0.00691   0.00236  -0.1065   0.0761   0.5516
   5.600   1.1083   0.00703   0.00249  -0.1064   0.0676   0.5855
   6.000   1.1514   0.00721   0.00270  -0.1062   0.0557   0.6440
   6.200   1.1726   0.00733   0.00283  -0.1061   0.0492   0.6720
   6.400   1.1942   0.00740   0.00293  -0.1060   0.0460   0.7049
   6.600   1.2154   0.00750   0.00306  -0.1059   0.0407   0.7388
   6.800   1.2366   0.00758   0.00318  -0.1058   0.0379   0.7780
   7.000   1.2578   0.00766   0.00330  -0.1057   0.0339   0.8168
   7.200   1.2788   0.00774   0.00344  -0.1056   0.0316   0.8583
   7.400   1.2996   0.00780   0.00356  -0.1054   0.0287   0.9041
   7.600   1.3197   0.00784   0.00369  -0.1050   0.0275   0.9518
   7.800   1.3393   0.00794   0.00383  -0.1045   0.0243   0.9973
   8.000   1.3605   0.00807   0.00394  -0.1044   0.0232   1.0000
   8.200   1.3811   0.00823   0.00408  -0.1042   0.0213   1.0000
   8.400   1.4021   0.00837   0.00420  -0.1040   0.0199   1.0000
   8.600   1.4229   0.00851   0.00433  -0.1038   0.0192   1.0000
   8.800   1.4432   0.00868   0.00448  -0.1036   0.0177   1.0000
   9.000   1.4638   0.00883   0.00461  -0.1034   0.0165   1.0000
   9.200   1.4842   0.00899   0.00475  -0.1032   0.0158   1.0000
   9.400   1.5042   0.00917   0.00491  -0.1028   0.0147   1.0000
   9.600   1.5244   0.00933   0.00506  -0.1026   0.0136   1.0000
   9.800   1.5446   0.00948   0.00520  -0.1023   0.0134   1.0000
  10.000   1.5644   0.00965   0.00535  -0.1020   0.0129   1.0000
  10.200   1.5839   0.00984   0.00553  -0.1016   0.0121   1.0000
  10.400   1.6033   0.01002   0.00570  -0.1012   0.0112   1.0000
  10.600   1.6229   0.01019   0.00585  -0.1009   0.0109   1.0000
