  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    58.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.900  -0.0857   0.00502   0.00104  -0.1023   0.4254   0.0175
  -4.800  -0.0740   0.00500   0.00103  -0.1024   0.4248   0.0182
  -4.700  -0.0622   0.00498   0.00101  -0.1025   0.4239   0.0187
  -4.600  -0.0505   0.00496   0.00099  -0.1026   0.4224   0.0194
  -4.500  -0.0389   0.00494   0.00097  -0.1026   0.4200   0.0198
  -4.400  -0.0272   0.00493   0.00096  -0.1027   0.4175   0.0204
  -4.300  -0.0155   0.00492   0.00094  -0.1028   0.4142   0.0206
  -4.200  -0.0037   0.00490   0.00093  -0.1029   0.4119   0.0208
  -4.100   0.0080   0.00489   0.00091  -0.1030   0.4096   0.0209
  -4.000   0.0198   0.00487   0.00090  -0.1031   0.4093   0.0222
  -3.900   0.0316   0.00485   0.00088  -0.1031   0.4088   0.0230
  -3.800   0.0433   0.00482   0.00086  -0.1032   0.4082   0.0239
  -3.600   0.0667   0.00480   0.00084  -0.1034   0.4041   0.0246
  -3.500   0.0784   0.00480   0.00084  -0.1035   0.4003   0.0247
  -3.400   0.0901   0.00480   0.00083  -0.1035   0.3968   0.0257
  -3.300   0.1019   0.00479   0.00081  -0.1036   0.3937   0.0266
  -3.200   0.1136   0.00477   0.00080  -0.1037   0.3932   0.0275
  -3.100   0.1254   0.00475   0.00078  -0.1038   0.3921   0.0286
  -3.000   0.1371   0.00474   0.00078  -0.1039   0.3907   0.0290
  -2.900   0.1487   0.00475   0.00077  -0.1040   0.3871   0.0291
  -2.800   0.1603   0.00475   0.00077  -0.1040   0.3813   0.0310
  -2.700   0.1721   0.00473   0.00076  -0.1041   0.3782   0.0324
  -2.600   0.1838   0.00472   0.00074  -0.1042   0.3774   0.0334
