  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    27.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.800  -0.0728   0.00533   0.00112  -0.1024   0.4946   0.0210
  -4.600  -0.0495   0.00529   0.00107  -0.1026   0.4885   0.0227
  -4.400  -0.0263   0.00526   0.00103  -0.1027   0.4815   0.0242
  -4.200  -0.0030   0.00524   0.00100  -0.1028   0.4736   0.0247
  -4.000   0.0204   0.00520   0.00097  -0.1030   0.4699   0.0267
  -3.800   0.0436   0.00518   0.00093  -0.1031   0.4620   0.0284
  -3.600   0.0670   0.00515   0.00090  -0.1033   0.4570   0.0291
  -3.400   0.0904   0.00512   0.00088  -0.1034   0.4530   0.0316
  -3.200   0.1136   0.00510   0.00085  -0.1036   0.4474   0.0337
  -3.000   0.1370   0.00508   0.00083  -0.1037   0.4415   0.0352
  -2.800   0.1604   0.00504   0.00080  -0.1039   0.4393   0.0384
  -2.600   0.1838   0.00502   0.00078  -0.1040   0.4349   0.0400
  -2.400   0.2070   0.00501   0.00077  -0.1042   0.4286   0.0442
  -2.200   0.2305   0.00498   0.00074  -0.1044   0.4250   0.0464
  -2.000   0.2540   0.00496   0.00073  -0.1045   0.4228   0.0499
  -1.800   0.2772   0.00494   0.00071  -0.1047   0.4188   0.0541
  -1.600   0.3006   0.00493   0.00071  -0.1049   0.4133   0.0583
  -1.400   0.3240   0.00490   0.00069  -0.1050   0.4094   0.0626
  -1.200   0.3475   0.00489   0.00068  -0.1052   0.4079   0.0669
  -1.000   0.3707   0.00487   0.00068  -0.1054   0.4035   0.0727
  -0.800   0.3939   0.00489   0.00068  -0.1055   0.3958   0.0776
  -0.600   0.4173   0.00486   0.00067  -0.1057   0.3928   0.0847
  -0.400   0.4405   0.00487   0.00068  -0.1058   0.3880   0.0905
  -0.200   0.4636   0.00488   0.00069  -0.1060   0.3782   0.0974
   0.000   0.4869   0.00487   0.00069  -0.1061   0.3760   0.1054
   0.200   0.5098   0.00490   0.00071  -0.1062   0.3673   0.1117
   0.400   0.5331   0.00490   0.00072  -0.1064   0.3610   0.1218
   0.600   0.5560   0.00493   0.00074  -0.1065   0.3530   0.1276
   0.800   0.5790   0.00494   0.00075  -0.1066   0.3452   0.1398
   1.000   0.6018   0.00500   0.00079  -0.1067   0.3346   0.1456
   1.200   0.6248   0.00501   0.00080  -0.1069   0.3280   0.1574
   1.400   0.6474   0.00506   0.00084  -0.1069   0.3158   0.1710
   1.600   0.6700   0.00513   0.00089  -0.1070   0.3039   0.1758
   1.800   0.6928   0.00517   0.00092  -0.1071   0.2955   0.1886
   2.000   0.7153   0.00523   0.00096  -0.1071   0.2828   0.2018
   2.200   0.7376   0.00531   0.00101  -0.1071   0.2693   0.2106
   2.400   0.7599   0.00539   0.00107  -0.1072   0.2552   0.2233
   2.800   0.8041   0.00558   0.00120  -0.1071   0.2261   0.2525
   3.000   0.8262   0.00569   0.00127  -0.1071   0.2114   0.2633
   3.200   0.8481   0.00580   0.00134  -0.1071   0.1962   0.2743
   3.400   0.8701   0.00590   0.00142  -0.1070   0.1846   0.2919
   3.600   0.8920   0.00600   0.00150  -0.1070   0.1720   0.3086
   3.800   0.9140   0.00610   0.00157  -0.1070   0.1602   0.3254
   4.000   0.9356   0.00622   0.00167  -0.1069   0.1457   0.3431
   4.200   0.9576   0.00632   0.00175  -0.1069   0.1345   0.3653
   4.600   1.0010   0.00651   0.00193  -0.1068   0.1116   0.4183
   4.800   1.0226   0.00662   0.00204  -0.1067   0.0998   0.4505
   5.000   1.0442   0.00671   0.00214  -0.1066   0.0928   0.4807
   5.200   1.0657   0.00681   0.00225  -0.1066   0.0827   0.5125
   5.400   1.0875   0.00689   0.00234  -0.1065   0.0754   0.5399
   5.600   1.1087   0.00701   0.00247  -0.1064   0.0656   0.5717
   5.800   1.1302   0.00712   0.00258  -0.1063   0.0605   0.5962
   6.200   1.1731   0.00732   0.00281  -0.1062   0.0478   0.6557
   6.400   1.1945   0.00741   0.00292  -0.1061   0.0448   0.6861
