  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    44.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.800  -0.0738   0.00512   0.00106  -0.1024   0.4460   0.0199
  -4.600  -0.0503   0.00508   0.00101  -0.1025   0.4414   0.0206
  -4.400  -0.0268   0.00505   0.00098  -0.1027   0.4392   0.0208
  -4.200  -0.0035   0.00503   0.00096  -0.1028   0.4343   0.0222
  -4.000   0.0198   0.00498   0.00092  -0.1030   0.4284   0.0242
  -3.800   0.0434   0.00495   0.00089  -0.1032   0.4250   0.0247
  -3.600   0.0669   0.00492   0.00086  -0.1034   0.4232   0.0262
  -3.400   0.0902   0.00490   0.00084  -0.1035   0.4190   0.0283
  -3.200   0.1136   0.00488   0.00082  -0.1037   0.4128   0.0290
  -3.000   0.1371   0.00485   0.00079  -0.1038   0.4094   0.0314
  -2.800   0.1606   0.00481   0.00077  -0.1040   0.4084   0.0338
  -2.600   0.1841   0.00480   0.00075  -0.1042   0.4045   0.0347
  -2.400   0.2073   0.00480   0.00074  -0.1043   0.3977   0.0380
  -2.200   0.2308   0.00477   0.00072  -0.1045   0.3934   0.0399
  -2.000   0.2543   0.00475   0.00071  -0.1047   0.3914   0.0433
  -1.800   0.2775   0.00476   0.00070  -0.1048   0.3837   0.0463
  -1.600   0.3009   0.00475   0.00069  -0.1050   0.3775   0.0489
  -1.400   0.3242   0.00473   0.00068  -0.1052   0.3734   0.0540
  -1.200   0.3474   0.00476   0.00069  -0.1053   0.3639   0.0567
  -1.000   0.3708   0.00474   0.00068  -0.1055   0.3602   0.0615
  -0.800   0.3939   0.00477   0.00069  -0.1056   0.3515   0.0657
  -0.600   0.4172   0.00476   0.00069  -0.1058   0.3457   0.0715
  -0.400   0.4403   0.00478   0.00070  -0.1059   0.3384   0.0766
  -0.200   0.4635   0.00478   0.00070  -0.1061   0.3307   0.0834
   0.000   0.4864   0.00483   0.00073  -0.1062   0.3215   0.0870
   0.400   0.5325   0.00488   0.00077  -0.1064   0.3030   0.0991
   0.600   0.5555   0.00490   0.00078  -0.1065   0.2956   0.1095
   0.800   0.5785   0.00495   0.00080  -0.1066   0.2852   0.1123
   1.000   0.6011   0.00500   0.00084  -0.1067   0.2726   0.1251
   1.200   0.6240   0.00504   0.00087  -0.1068   0.2650   0.1304
   1.600   0.6693   0.00517   0.00094  -0.1069   0.2397   0.1453
   1.800   0.6918   0.00523   0.00099  -0.1070   0.2265   0.1573
   2.000   0.7143   0.00532   0.00104  -0.1070   0.2145   0.1656
   2.200   0.7369   0.00538   0.00108  -0.1071   0.2045   0.1741
   2.400   0.7594   0.00544   0.00113  -0.1071   0.1931   0.1870
   2.600   0.7818   0.00553   0.00119  -0.1072   0.1804   0.1924
   2.800   0.8040   0.00562   0.00125  -0.1072   0.1666   0.2059
   3.000   0.8262   0.00572   0.00132  -0.1072   0.1540   0.2160
   3.200   0.8485   0.00580   0.00138  -0.1072   0.1450   0.2277
   3.400   0.8706   0.00590   0.00145  -0.1072   0.1331   0.2388
   3.600   0.8930   0.00597   0.00150  -0.1072   0.1238   0.2501
   3.800   0.9151   0.00608   0.00158  -0.1072   0.1120   0.2596
   4.000   0.9372   0.00617   0.00166  -0.1072   0.1046   0.2744
   4.400   0.9814   0.00634   0.00180  -0.1072   0.0868   0.3033
   4.600   1.0033   0.00645   0.00189  -0.1072   0.0789   0.3149
   4.800   1.0253   0.00655   0.00197  -0.1071   0.0718   0.3312
   5.000   1.0474   0.00663   0.00205  -0.1071   0.0650   0.3446
   5.200   1.0691   0.00674   0.00215  -0.1071   0.0576   0.3612
   5.400   1.0912   0.00680   0.00222  -0.1071   0.0546   0.3837
   5.600   1.1129   0.00690   0.00232  -0.1071   0.0484   0.4029
   5.800   1.1347   0.00699   0.00242  -0.1070   0.0450   0.4278
   6.000   1.1565   0.00707   0.00251  -0.1070   0.0403   0.4526
   6.400   1.2000   0.00724   0.00271  -0.1069   0.0340   0.4984
   6.600   1.2214   0.00735   0.00282  -0.1069   0.0306   0.5220
   6.800   1.2432   0.00742   0.00291  -0.1068   0.0286   0.5447
   7.000   1.2647   0.00752   0.00302  -0.1068   0.0269   0.5669
   7.200   1.2861   0.00761   0.00313  -0.1067   0.0242   0.5891
   7.600   1.3288   0.00781   0.00336  -0.1065   0.0206   0.6361
   8.000   1.3714   0.00799   0.00359  -0.1064   0.0187   0.6914
   8.200   1.3924   0.00809   0.00371  -0.1063   0.0171   0.7202
   8.400   1.4136   0.00816   0.00382  -0.1062   0.0164   0.7519
   8.600   1.4345   0.00826   0.00396  -0.1060   0.0155   0.7862
   8.800   1.4551   0.00835   0.00411  -0.1059   0.0139   0.8286
   9.000   1.4760   0.00840   0.00424  -0.1057   0.0135   0.8792
   9.200   1.4962   0.00845   0.00437  -0.1055   0.0131   0.9372
   9.400   1.5148   0.00851   0.00452  -0.1048   0.0124   1.0000
   9.600   1.5352   0.00866   0.00466  -0.1046   0.0115   1.0000
   9.800   1.5557   0.00880   0.00479  -0.1044   0.0109   1.0000
  10.000   1.5761   0.00895   0.00492  -0.1042   0.0107   1.0000
  10.200   1.5960   0.00912   0.00508  -0.1038   0.0102   1.0000
  10.400   1.6157   0.00930   0.00524  -0.1035   0.0094   1.0000
  10.600   1.6355   0.00946   0.00539  -0.1032   0.0088   1.0000
  10.800   1.6554   0.00961   0.00553  -0.1029   0.0086   1.0000
  11.000   1.6751   0.00977   0.00568  -0.1026   0.0085   1.0000
  11.200   1.6945   0.00995   0.00585  -0.1022   0.0083   1.0000
  11.400   1.7134   0.01014   0.00602  -0.1018   0.0079   1.0000
  11.600   1.7321   0.01034   0.00621  -0.1013   0.0075   1.0000
  11.800   1.7508   0.01053   0.00639  -0.1008   0.0070   1.0000
  12.000   1.7695   0.01071   0.00657  -0.1003   0.0067   1.0000
  12.200   1.7880   0.01089   0.00674  -0.0998   0.0067   1.0000
  12.400   1.8063   0.01108   0.00692  -0.0993   0.0066   1.0000
  12.600   1.8242   0.01128   0.00711  -0.0986   0.0065   1.0000
  12.800   1.8415   0.01150   0.00733  -0.0979   0.0063   1.0000
  13.000   1.8581   0.01175   0.00756  -0.0971   0.0059   1.0000
  13.200   1.8741   0.01199   0.00779  -0.0961   0.0056   1.0000
  13.400   1.8898   0.01221   0.00802  -0.0952   0.0053   1.0000
  13.600   1.9039   0.01244   0.00824  -0.0938   0.0051   1.0000
  13.800   1.9169   0.01267   0.00847  -0.0923   0.0050   1.0000
  14.000   1.9298   0.01292   0.00872  -0.0908   0.0050   1.0000
  14.200   1.9433   0.01318   0.00898  -0.0894   0.0050   1.0000
  14.400   1.9561   0.01345   0.00925  -0.0879   0.0050   1.0000
  14.600   1.9693   0.01374   0.00954  -0.0866   0.0049   1.0000
  14.800   1.9815   0.01406   0.00987  -0.0851   0.0048   1.0000
  15.000   1.9940   0.01440   0.01021  -0.0838   0.0047   1.0000
  15.200   2.0050   0.01480   0.01061  -0.0822   0.0046   1.0000
  15.400   2.0169   0.01518   0.01100  -0.0808   0.0045   1.0000
  15.600   2.0272   0.01564   0.01145  -0.0792   0.0043   1.0000
  15.800   2.0387   0.01607   0.01189  -0.0778   0.0041   1.0000
  16.000   2.0487   0.01656   0.01238  -0.0763   0.0040   1.0000
