  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    45.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.800  -0.0738   0.00511   0.00106  -0.1024   0.4430   0.0198
  -4.600  -0.0503   0.00506   0.00101  -0.1025   0.4408   0.0206
  -4.400  -0.0269   0.00504   0.00098  -0.1027   0.4376   0.0208
  -4.200  -0.0035   0.00502   0.00096  -0.1028   0.4318   0.0220
  -4.000   0.0199   0.00497   0.00092  -0.1030   0.4260   0.0241
  -3.800   0.0434   0.00494   0.00089  -0.1032   0.4245   0.0247
  -3.600   0.0669   0.00492   0.00086  -0.1034   0.4217   0.0260
  -3.400   0.0902   0.00489   0.00084  -0.1035   0.4168   0.0281
  -3.200   0.1136   0.00487   0.00082  -0.1037   0.4105   0.0290
  -3.000   0.1372   0.00484   0.00079  -0.1039   0.4091   0.0310
  -2.800   0.1607   0.00480   0.00076  -0.1040   0.4075   0.0337
  -2.600   0.1840   0.00480   0.00075  -0.1042   0.4017   0.0344
  -2.400   0.2073   0.00479   0.00074  -0.1043   0.3947   0.0377
  -2.200   0.2309   0.00476   0.00072  -0.1045   0.3928   0.0398
  -2.000   0.2543   0.00475   0.00071  -0.1047   0.3894   0.0429
  -1.800   0.2774   0.00475   0.00070  -0.1048   0.3799   0.0462
  -1.600   0.3009   0.00474   0.00069  -0.1050   0.3766   0.0483
  -1.400   0.3241   0.00474   0.00069  -0.1052   0.3700   0.0539
  -1.200   0.3474   0.00475   0.00069  -0.1053   0.3623   0.0561
  -1.000   0.3707   0.00474   0.00069  -0.1055   0.3580   0.0609
  -0.800   0.3939   0.00476   0.00070  -0.1056   0.3476   0.0649
  -0.600   0.4172   0.00475   0.00069  -0.1058   0.3441   0.0709
  -0.400   0.4402   0.00478   0.00071  -0.1059   0.3339   0.0756
   0.000   0.4864   0.00482   0.00073  -0.1062   0.3172   0.0859
   0.200   0.5095   0.00484   0.00074  -0.1063   0.3104   0.0950
   0.400   0.5325   0.00487   0.00076  -0.1064   0.3008   0.0983
   0.600   0.5554   0.00492   0.00079  -0.1065   0.2912   0.1083
   0.800   0.5785   0.00494   0.00080  -0.1066   0.2837   0.1121
   1.000   0.6012   0.00499   0.00084  -0.1067   0.2703   0.1243
   1.200   0.6239   0.00506   0.00088  -0.1068   0.2604   0.1284
   1.400   0.6467   0.00509   0.00090  -0.1069   0.2511   0.1387
   1.600   0.6694   0.00516   0.00094  -0.1070   0.2385   0.1437
   1.800   0.6919   0.00522   0.00098  -0.1070   0.2251   0.1568
   2.000   0.7143   0.00531   0.00104  -0.1070   0.2108   0.1638
   2.200   0.7367   0.00539   0.00109  -0.1071   0.2001   0.1737
   2.400   0.7592   0.00546   0.00114  -0.1071   0.1894   0.1851
   2.600   0.7818   0.00553   0.00119  -0.1072   0.1788   0.1905
   2.800   0.8041   0.00561   0.00125  -0.1072   0.1659   0.2049
   3.000   0.8263   0.00571   0.00131  -0.1072   0.1528   0.2132
   3.200   0.8485   0.00580   0.00138  -0.1072   0.1419   0.2246
   3.400   0.8706   0.00590   0.00145  -0.1072   0.1298   0.2374
   3.600   0.8930   0.00598   0.00151  -0.1072   0.1214   0.2464
   4.000   0.9373   0.00616   0.00166  -0.1072   0.1019   0.2732
   4.200   0.9594   0.00625   0.00173  -0.1072   0.0944   0.2862
   4.400   0.9816   0.00633   0.00180  -0.1072   0.0865   0.2992
   4.600   1.0035   0.00644   0.00189  -0.1072   0.0770   0.3100
