  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     2.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0857   0.00726   0.00211  -0.1036   0.7927   0.0377
  -4.900  -0.0744   0.00723   0.00206  -0.1036   0.7883   0.0386
  -4.800  -0.0632   0.00721   0.00202  -0.1036   0.7837   0.0395
  -4.700  -0.0518   0.00718   0.00197  -0.1036   0.7797   0.0401
  -4.600  -0.0405   0.00711   0.00191  -0.1036   0.7753   0.0421
  -4.500  -0.0293   0.00707   0.00186  -0.1036   0.7706   0.0436
  -4.400  -0.0182   0.00704   0.00182  -0.1036   0.7661   0.0449
  -4.300  -0.0067   0.00701   0.00177  -0.1036   0.7622   0.0460
  -4.200   0.0047   0.00699   0.00174  -0.1036   0.7575   0.0469
  -4.100   0.0158   0.00694   0.00168  -0.1036   0.7527   0.0496
  -4.000   0.0271   0.00690   0.00165  -0.1036   0.7482   0.0515
  -3.900   0.0385   0.00687   0.00161  -0.1036   0.7436   0.0532
  -3.800   0.0498   0.00686   0.00158  -0.1036   0.7384   0.0543
  -3.700   0.0609   0.00683   0.00153  -0.1036   0.7335   0.0572
  -3.600   0.0723   0.00679   0.00150  -0.1036   0.7291   0.0597
  -3.500   0.0836   0.00676   0.00147  -0.1037   0.7240   0.0618
  -3.400   0.0948   0.00676   0.00144  -0.1036   0.7189   0.0632
  -3.300   0.1061   0.00672   0.00140  -0.1037   0.7144   0.0668
  -3.200   0.1174   0.00668   0.00137  -0.1037   0.7093   0.0700
  -3.100   0.1286   0.00667   0.00135  -0.1037   0.7038   0.0726
  -3.000   0.1399   0.00666   0.00132  -0.1037   0.6991   0.0751
  -2.900   0.1513   0.00662   0.00129  -0.1037   0.6939   0.0793
  -2.800   0.1625   0.00661   0.00127  -0.1037   0.6883   0.0826
  -2.700   0.1737   0.00660   0.00125  -0.1037   0.6835   0.0852
  -2.600   0.1851   0.00657   0.00122  -0.1037   0.6784   0.0903
  -2.500   0.1963   0.00655   0.00120  -0.1037   0.6730   0.0948
  -2.400   0.2075   0.00655   0.00119  -0.1037   0.6677   0.0978
  -2.300   0.2189   0.00653   0.00117  -0.1037   0.6626   0.1029
  -2.200   0.2301   0.00651   0.00115  -0.1037   0.6571   0.1081
  -2.100   0.2413   0.00651   0.00114  -0.1037   0.6518   0.1118
  -2.000   0.2526   0.00648   0.00112  -0.1037   0.6468   0.1183
  -1.900   0.2639   0.00647   0.00111  -0.1037   0.6413   0.1237
  -1.700   0.2864   0.00645   0.00108  -0.1038   0.6311   0.1349
  -1.600   0.2977   0.00644   0.00108  -0.1038   0.6256   0.1409
  -1.500   0.3088   0.00645   0.00107  -0.1037   0.6200   0.1475
  -1.400   0.3202   0.00643   0.00106  -0.1038   0.6152   0.1543
  -1.300   0.3314   0.00643   0.00106  -0.1038   0.6098   0.1599
  -1.200   0.3425   0.00642   0.00105  -0.1038   0.6045   0.1684
  -1.000   0.3652   0.00640   0.00105  -0.1038   0.5947   0.1838
  -0.900   0.3763   0.00641   0.00105  -0.1038   0.5890   0.1903
  -0.800   0.3876   0.00639   0.00105  -0.1038   0.5846   0.2000
  -0.700   0.3989   0.00639   0.00105  -0.1039   0.5797   0.2072
  -0.600   0.4100   0.00638   0.00105  -0.1039   0.5746   0.2173
  -0.500   0.4213   0.00639   0.00105  -0.1039   0.5700   0.2252
  -0.400   0.4326   0.00637   0.00106  -0.1039   0.5657   0.2358
  -0.300   0.4438   0.00637   0.00106  -0.1039   0.5607   0.2461
  -0.200   0.4549   0.00638   0.00107  -0.1039   0.5556   0.2560
  -0.100   0.4662   0.00636   0.00108  -0.1039   0.5517   0.2674
   0.000   0.4775   0.00635   0.00108  -0.1040   0.5472   0.2791
   0.100   0.4887   0.00635   0.00109  -0.1040   0.5428   0.2905
   0.200   0.4998   0.00635   0.00111  -0.1040   0.5384   0.3032
   0.300   0.5112   0.00633   0.00111  -0.1040   0.5348   0.3164
   0.400   0.5224   0.00632   0.00113  -0.1040   0.5306   0.3320
   0.500   0.5335   0.00631   0.00114  -0.1041   0.5263   0.3479
   0.600   0.5446   0.00630   0.00115  -0.1041   0.5222   0.3659
   0.700   0.5559   0.00626   0.00117  -0.1041   0.5191   0.3874
   0.800   0.5670   0.00619   0.00118  -0.1041   0.5155   0.4221
   0.900   0.5779   0.00611   0.00120  -0.1042   0.5117   0.4687
   1.000   0.5887   0.00605   0.00123  -0.1041   0.5075   0.5148
   1.100   0.5997   0.00597   0.00126  -0.1042   0.5046   0.5600
   1.200   0.6108   0.00590   0.00128  -0.1042   0.5016   0.5990
   1.300   0.6217   0.00583   0.00131  -0.1042   0.4982   0.6377
   1.400   0.6326   0.00579   0.00134  -0.1041   0.4946   0.6739
   1.500   0.6432   0.00574   0.00137  -0.1040   0.4909   0.7124
   1.600   0.6540   0.00566   0.00140  -0.1040   0.4885   0.7543
   1.700   0.6645   0.00558   0.00143  -0.1038   0.4859   0.7969
