  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =    14.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0941   0.00563   0.00126  -0.1024   0.5807   0.0241
  -4.800  -0.0710   0.00561   0.00121  -0.1025   0.5703   0.0247
  -4.600  -0.0479   0.00558   0.00117  -0.1026   0.5610   0.0267
  -4.400  -0.0248   0.00554   0.00112  -0.1028   0.5528   0.0283
  -4.200  -0.0017   0.00553   0.00108  -0.1029   0.5428   0.0291
  -4.000   0.0215   0.00549   0.00104  -0.1030   0.5354   0.0311
  -3.800   0.0445   0.00547   0.00100  -0.1031   0.5254   0.0332
  -3.600   0.0678   0.00545   0.00097  -0.1032   0.5186   0.0344
  -3.400   0.0908   0.00543   0.00094  -0.1033   0.5093   0.0379
  -3.200   0.1141   0.00540   0.00090  -0.1035   0.5031   0.0397
  -3.000   0.1372   0.00539   0.00088  -0.1036   0.4946   0.0424
  -2.800   0.1604   0.00536   0.00085  -0.1037   0.4882   0.0460
  -2.600   0.1836   0.00535   0.00083  -0.1038   0.4817   0.0492
  -2.400   0.2067   0.00532   0.00081  -0.1040   0.4738   0.0533
  -2.200   0.2301   0.00530   0.00079  -0.1041   0.4701   0.0562
  -2.000   0.2531   0.00528   0.00077  -0.1043   0.4637   0.0623
  -1.800   0.2764   0.00527   0.00076  -0.1044   0.4573   0.0655
  -1.600   0.2997   0.00524   0.00074  -0.1046   0.4542   0.0722
  -1.400   0.3229   0.00523   0.00074  -0.1047   0.4488   0.0774
  -1.200   0.3460   0.00522   0.00073  -0.1048   0.4416   0.0842
  -1.000   0.3694   0.00519   0.00072  -0.1050   0.4396   0.0922
  -0.800   0.3927   0.00517   0.00071  -0.1051   0.4357   0.0978
  -0.600   0.4158   0.00517   0.00072  -0.1053   0.4302   0.1072
  -0.400   0.4390   0.00516   0.00072  -0.1054   0.4252   0.1129
  -0.200   0.4623   0.00513   0.00071  -0.1056   0.4231   0.1248
   0.000   0.4855   0.00513   0.00072  -0.1058   0.4188   0.1339
   0.200   0.5086   0.00514   0.00073  -0.1059   0.4128   0.1419
   0.400   0.5318   0.00512   0.00074  -0.1061   0.4092   0.1541
   0.600   0.5551   0.00511   0.00074  -0.1062   0.4065   0.1659
   0.800   0.5781   0.00512   0.00076  -0.1063   0.4005   0.1751
   1.000   0.6011   0.00513   0.00078  -0.1065   0.3935   0.1894
   1.200   0.6242   0.00512   0.00080  -0.1066   0.3900   0.2036
   1.400   0.6469   0.00517   0.00083  -0.1067   0.3806   0.2139
   1.600   0.6700   0.00517   0.00085  -0.1069   0.3756   0.2306
   1.800   0.6925   0.00522   0.00089  -0.1069   0.3652   0.2428
   2.000   0.7154   0.00524   0.00092  -0.1070   0.3582   0.2589
   2.200   0.7378   0.00529   0.00096  -0.1071   0.3468   0.2740
   2.400   0.7602   0.00535   0.00102  -0.1071   0.3368   0.2924
   2.600   0.7827   0.00540   0.00106  -0.1072   0.3263   0.3098
